user_id,group,churned,negative_feedback
541,control,0,0
542,control,0,0
543,control,0,0
544,control,0,0
545,control,0,0
546,control,0,0
547,control,0,0
548,control,0,0
549,control,0,0
550,control,0,0
551,control,0,0
552,control,0,0
553,control,0,0
554,control,0,0
555,control,0,0
556,control,0,0
557,control,0,0
558,control,0,0
559,control,0,0
560,control,0,0
561,control,0,0
562,control,0,0
563,control,0,0
564,control,1,1
565,control,0,0
566,control,1,0
567,control,0,0
568,control,0,0
569,control,0,0
570,control,0,0
571,control,0,0
572,control,0,0
573,control,0,0
574,control,0,0
575,control,0,0
576,control,0,0
577,control,0,0
578,control,0,0
579,control,0,0
580,control,0,0
581,control,0,0
582,control,0,0
583,control,0,1
584,control,0,0
585,control,0,0
586,control,0,1
587,control,0,0
588,control,0,0
589,control,0,0
590,control,0,0
591,control,0,0
592,control,0,0
593,control,0,0
594,control,0,0
595,control,0,0
596,control,0,0
597,control,0,0
598,control,0,0
599,control,0,0
600,control,0,0
601,control,0,0
602,control,0,0
603,control,0,0
604,control,0,0
605,control,0,0
606,control,0,0
607,control,0,0
608,control,0,0
609,control,0,0
610,control,0,0
611,control,0,0
612,control,0,0
613,control,0,0
614,control,1,0
615,control,0,0
616,control,1,0
617,control,0,0
618,control,0,0
619,control,1,0
620,control,0,0
621,control,1,0
622,control,0,0
623,control,0,0
624,control,0,0
625,control,0,0
626,control,1,0
627,control,0,0
628,control,0,0
629,control,0,0
630,control,0,1
631,control,1,0
632,control,0,0
633,control,0,0
634,control,0,0
635,control,0,0
636,control,0,0
637,control,0,0
638,control,0,0
639,control,0,0
640,control,0,0
641,control,0,0
642,control,0,0
643,control,0,0
644,control,0,0
645,control,0,0
646,control,0,0
647,control,0,0
648,control,0,0
649,control,0,0
650,control,0,0
651,control,0,0
652,control,0,0
653,control,0,0
654,control,0,0
655,control,0,0
656,control,0,0
657,control,0,0
658,control,0,0
659,control,0,0
660,control,1,0
661,control,0,0
662,control,0,0
663,control,0,0
664,control,0,0
665,control,0,0
666,control,1,0
667,control,0,0
668,control,0,0
669,control,0,0
670,control,0,0
671,control,0,0
672,control,0,0
673,control,1,0
674,control,0,0
675,control,0,0
676,control,0,0
677,control,0,0
678,control,0,0
679,control,0,0
680,control,0,0
681,control,0,0
682,control,0,0
683,control,0,0
684,control,0,0
685,control,1,0
686,control,0,0
687,control,0,0
688,control,0,0
689,control,0,0
690,control,0,0
691,control,0,0
692,control,0,0
693,control,0,0
694,control,0,0
695,control,0,0
696,control,0,0
697,control,0,0
698,control,0,0
699,control,1,0
700,control,0,0
701,control,0,0
702,control,0,0
703,control,0,0
704,control,0,0
705,control,0,0
706,control,0,0
707,control,0,0
708,control,0,0
709,control,0,0
710,control,0,0
711,control,0,0
712,control,0,0
713,control,0,0
714,control,0,0
715,control,0,0
716,control,0,0
717,control,0,0
718,control,0,0
719,control,0,0
720,control,0,0
721,control,1,0
722,control,0,0
723,control,1,0
724,control,0,0
725,control,0,0
726,control,1,0
727,control,0,0
728,control,0,0
729,control,0,0
730,control,0,0
731,control,0,0
732,control,0,0
733,control,0,0
734,control,0,0
735,control,1,0
736,control,0,0
737,control,0,0
738,control,0,0
739,control,0,0
740,control,0,0
741,control,0,0
742,control,1,0
743,control,0,0
744,control,0,1
745,control,0,0
746,control,0,0
747,control,0,0
748,control,0,0
749,control,0,0
750,control,0,0
751,control,0,0
752,control,0,0
753,control,0,0
754,control,0,0
755,control,0,0
756,control,0,0
757,control,0,0
758,control,0,0
759,control,1,0
760,control,0,0
761,control,0,0
762,control,1,0
763,control,1,0
764,control,0,0
765,control,0,0
766,control,0,0
767,control,0,0
768,control,0,0
769,control,0,0
770,control,1,0
771,control,0,0
772,control,0,0
773,control,0,0
774,control,0,0
775,control,0,0
776,control,0,0
777,control,0,0
778,control,0,0
779,control,0,0
780,control,0,0
781,control,0,0
782,control,0,0
783,control,0,0
784,control,0,0
785,control,1,0
786,control,0,1
787,control,0,0
788,control,0,0
789,control,0,0
790,control,0,0
791,control,0,0
792,control,1,0
793,control,0,0
794,control,0,0
795,control,0,0
796,control,0,0
797,control,0,0
798,control,0,0
799,control,0,0
800,control,0,0
801,control,0,0
802,control,0,0
803,control,1,0
804,control,0,0
805,control,0,0
806,control,0,0
807,control,0,0
808,control,0,0
809,control,0,0
810,control,1,0
811,control,0,0
812,control,0,0
813,control,0,0
814,control,0,0
815,control,1,0
816,control,0,0
817,control,0,0
818,control,0,0
819,control,0,0
820,control,0,0
821,control,0,0
822,control,0,0
823,control,1,1
824,control,0,0
825,control,0,0
826,control,0,0
827,control,1,0
828,control,0,0
829,control,0,0
830,control,0,0
831,control,0,0
832,control,0,0
833,control,0,0
834,control,0,0
835,control,0,0
836,control,0,0
837,control,0,0
838,control,0,0
839,control,0,0
840,control,0,0
841,control,0,0
842,control,0,0
843,control,0,0
844,control,0,0
845,control,0,0
846,control,0,0
847,control,0,0
848,control,0,0
849,control,0,0
850,control,0,0
851,control,0,0
852,control,0,0
853,control,1,0
854,control,0,0
855,control,0,0
856,control,0,0
857,control,0,0
858,control,0,0
859,control,1,0
860,control,0,0
861,control,0,1
862,control,0,0
863,control,1,0
864,control,0,0
865,control,0,0
866,control,0,0
867,control,0,0
868,control,0,0
869,control,0,0
870,control,0,0
871,control,0,0
872,control,1,0
873,control,0,1
874,control,0,0
875,control,0,0
876,control,0,0
877,control,0,0
878,control,0,0
879,control,0,0
880,control,0,0
881,control,0,0
882,control,0,0
883,control,0,0
884,control,0,0
885,control,0,0
886,control,0,0
887,control,1,0
888,control,0,0
889,control,0,0
890,control,0,0
891,control,0,0
892,control,0,0
893,control,0,0
894,control,1,0
895,control,0,0
896,control,0,0
897,control,1,0
898,control,0,0
899,control,0,0
900,control,0,0
901,control,0,0
902,control,0,0
903,control,0,0
904,control,0,0
905,control,0,0
906,control,0,0
907,control,0,0
908,control,0,0
909,control,1,0
910,control,0,0
911,control,0,0
912,control,0,0
913,control,0,0
914,control,0,0
915,control,1,0
916,control,0,0
917,control,0,0
918,control,0,0
919,control,0,0
920,control,0,0
921,control,1,0
922,control,0,0
923,control,1,0
924,control,0,0
925,control,0,0
926,control,0,0
927,control,0,0
928,control,0,0
929,control,0,0
930,control,0,0
931,control,0,0
932,control,0,0
933,control,0,0
934,control,0,0
935,control,0,0
936,control,0,0
937,control,0,0
938,control,1,0
939,control,0,0
940,control,0,0
941,control,0,0
942,control,0,0
943,control,0,0
944,control,0,0
945,control,0,0
946,control,0,0
947,control,0,0
948,control,0,0
949,control,0,0
950,control,0,0
951,control,0,0
952,control,0,0
953,control,0,0
954,control,0,0
955,control,0,0
956,control,0,0
957,control,0,0
958,control,0,0
959,control,0,0
960,control,0,0
961,control,0,0
962,control,0,0
963,control,0,0
964,control,0,0
965,control,0,1
966,control,0,0
967,control,1,1
968,control,0,0
969,control,0,0
970,control,0,0
971,control,1,0
972,control,0,0
973,control,0,0
974,control,0,0
975,control,0,0
976,control,0,0
977,control,0,0
978,control,0,0
979,control,0,0
980,control,0,0
981,control,1,0
982,control,0,0
983,control,0,0
984,control,1,0
985,control,1,0
986,control,0,0
987,control,0,0
988,control,0,0
989,control,0,0
990,control,0,0
991,control,0,0
992,control,0,1
993,control,0,0
994,control,0,0
995,control,0,0
996,control,0,0
997,control,0,0
998,control,0,0
999,control,0,0
1000,control,0,1
1001,control,0,0
1002,control,0,0
1003,control,1,0
1004,control,0,0
1005,control,1,0
1006,control,0,0
1007,control,0,0
1008,control,0,0
1009,control,0,1
1010,control,0,0
1011,control,0,0
1012,control,0,0
1013,control,0,0
1014,control,0,0
1015,control,0,0
1016,control,0,0
1017,control,0,0
1018,control,0,0
1019,control,0,0
1020,control,0,0
1021,control,0,0
1022,control,0,0
1023,control,0,0
1024,control,1,0
1025,control,0,0
1026,control,0,0
1027,control,0,0
1028,control,0,0
1029,control,0,0
1030,control,0,0
1031,control,0,0
1032,control,0,0
1033,control,0,0
1034,control,0,0
1035,control,0,0
1036,control,0,0
1037,control,0,0
1038,control,0,0
1039,control,1,0
1040,control,0,0
1041,control,0,0
1042,control,0,0
1043,control,0,0
1044,control,0,0
1045,control,0,0
1046,control,1,0
1047,control,0,0
1048,control,1,0
1049,control,0,0
1050,control,0,0
1051,control,0,0
1052,control,0,0
1053,control,0,0
1054,control,0,0
1055,control,0,0
1056,control,1,0
1057,control,0,0
1058,control,0,0
1059,control,0,0
1060,control,0,0
1061,control,0,1
1062,control,0,0
1063,control,0,0
1064,control,0,0
1065,control,0,0
1066,control,0,0
1067,control,0,0
1068,control,0,0
1069,control,1,0
1070,control,0,0
1071,control,0,0
1072,control,0,0
1073,control,0,0
1074,control,0,1
1075,control,0,0
1076,control,0,0
1077,control,0,0
1078,control,0,0
1079,control,0,0
1080,control,0,0
1081,control,0,0
1082,control,0,0
1083,control,0,0
1084,control,0,0
1085,control,0,0
1086,control,0,0
1087,control,0,0
1088,control,1,0
1089,control,0,0
1090,control,0,0
1091,control,0,0
1092,control,0,0
1093,control,1,0
1094,control,0,0
1095,control,0,0
1096,control,0,0
1097,control,0,0
1098,control,0,0
1099,control,0,0
1100,control,0,0
1101,control,0,0
1102,control,0,0
1103,control,0,0
1104,control,0,0
1105,control,0,1
1106,control,1,0
1107,control,0,0
1108,control,0,0
1109,control,1,0
1110,control,1,0
1111,control,0,0
1112,control,0,0
1113,control,1,0
1114,control,0,0
1115,control,0,0
1116,control,1,0
1117,control,1,0
1118,control,0,0
1119,control,0,0
1120,control,0,0
1121,control,0,0
1122,control,0,0
1123,control,0,0
1124,control,0,0
1125,control,0,0
1126,control,0,0
1127,control,0,0
1128,control,1,0
1129,control,0,0
1130,control,1,0
1131,control,0,0
1132,control,1,0
1133,control,0,0
1134,control,0,0
1135,control,0,0
1136,control,0,0
1137,control,0,0
1138,control,0,0
1139,control,0,0
1140,control,0,0
1141,control,0,0
1142,control,0,0
1143,control,0,0
1144,control,1,0
1145,control,0,0
1146,control,1,0
1147,control,0,0
1148,control,0,1
1149,control,0,0
1150,control,0,0
1151,control,0,0
1152,control,0,0
1153,control,0,0
1154,control,0,0
1155,control,1,0
1156,control,0,0
1157,control,1,0
1158,control,0,0
1159,control,0,0
1160,control,0,0
1161,control,0,0
1162,control,0,0
1163,control,0,0
1164,control,0,0
1165,control,0,0
1166,control,0,0
1167,control,0,0
1168,control,0,0
1169,control,0,0
1170,control,0,0
1171,control,0,0
1172,control,0,0
1173,control,0,0
1174,control,1,0
1175,control,1,0
1176,control,0,0
1177,control,1,0
1178,control,0,0
1179,control,0,0
1180,control,0,0
1181,control,1,0
1182,control,0,0
1183,control,0,1
1184,control,0,0
1185,control,0,0
1186,control,0,0
1187,control,0,0
1188,control,1,0
1189,control,0,0
1190,control,0,0
1191,control,0,0
1192,control,0,0
1193,control,0,0
1194,control,0,0
1195,control,0,0
1196,control,0,0
1197,control,0,0
1198,control,0,0
1199,control,0,0
1200,control,0,0
1201,control,0,0
1202,control,0,0
1203,control,0,0
1204,control,1,0
1205,control,1,0
1206,control,0,0
1207,control,0,0
1208,control,0,0
1209,control,0,0
1210,control,0,0
1211,control,0,0
1212,control,0,0
1213,control,0,0
1214,control,0,0
1215,control,0,0
1216,control,0,0
1217,control,1,0
1218,control,0,0
1219,control,0,0
1220,control,0,0
1221,control,0,0
1222,control,0,0
1223,control,0,0
1224,control,0,0
1225,control,0,0
1226,control,0,0
1227,control,0,0
1228,control,0,0
1229,control,0,0
1230,control,0,0
1231,control,0,1
1232,control,0,0
1233,control,0,0
1234,control,0,0
1235,control,1,0
1236,control,0,0
1237,control,0,0
1238,control,0,0
1239,control,0,0
1240,control,0,0
1241,control,0,0
1242,control,0,0
1243,control,0,0
1244,control,0,0
1245,control,0,0
1246,control,0,0
1247,control,0,0
1248,control,0,0
1249,control,0,0
1250,control,0,0
1251,control,0,0
1252,control,0,0
1253,control,0,0
1254,control,0,0
1255,control,0,0
1256,control,0,0
1257,control,0,0
1258,control,0,0
1259,control,0,0
1260,control,1,0
1261,control,0,0
1262,control,0,0
1263,control,1,0
1264,control,0,0
1265,control,1,0
1266,control,0,0
1267,control,1,0
1268,control,0,0
1269,control,1,0
1270,control,0,0
1271,control,0,1
1272,control,0,0
1273,control,0,0
1274,control,0,1
1275,control,0,0
1276,control,0,0
1277,control,0,0
1278,control,0,0
1279,control,0,0
1280,control,0,0
1281,control,1,0
1282,control,1,0
1283,control,0,0
1284,control,0,0
1285,control,0,0
1286,control,0,0
1287,control,1,0
1288,control,0,0
1289,control,0,0
1290,control,0,0
1291,control,0,0
1292,control,0,0
1293,control,0,0
1294,control,0,0
1295,control,0,0
1296,control,0,0
1297,control,1,0
1298,control,1,0
1299,control,0,0
1300,control,0,0
1301,control,1,0
1302,control,0,0
1303,control,0,0
1304,control,0,0
1305,control,0,0
1306,control,0,0
1307,control,0,0
1308,control,0,0
1309,control,0,0
1310,control,0,0
1311,control,0,0
1312,control,0,0
1313,control,0,0
1314,control,0,0
1315,control,0,0
1316,control,0,0
1317,control,0,0
1318,control,1,0
1319,control,0,0
1320,control,0,0
1321,control,0,0
1322,control,0,0
1323,control,0,0
1324,control,0,1
1325,control,0,0
1326,control,0,0
1327,control,0,0
1328,control,0,1
1329,control,0,0
1330,control,0,0
1331,control,0,0
1332,control,0,0
1333,control,1,0
1334,control,0,0
1335,control,0,0
1336,control,0,0
1337,control,0,0
1338,control,0,0
1339,control,0,0
1340,control,0,0
1341,control,0,0
1342,control,0,1
1343,control,1,0
1344,control,0,0
1345,control,0,0
1346,control,0,0
1347,control,1,0
1348,control,0,0
1349,control,0,0
1350,control,0,0
1351,control,0,0
1352,control,1,0
1353,control,0,0
1354,control,0,0
1355,control,0,0
1356,control,0,0
1357,control,0,0
1358,control,0,0
1359,control,0,0
1360,control,0,0
1361,control,0,0
1362,control,1,0
1363,control,1,0
1364,control,0,0
1365,control,0,0
1366,control,0,0
1367,control,0,0
1368,control,0,0
1369,control,0,0
1370,control,0,0
1371,control,0,0
1372,control,0,0
1373,control,0,0
1374,control,0,1
1375,control,1,0
1376,control,0,0
1377,control,0,0
1378,control,1,0
1379,control,0,0
1380,control,0,0
1381,control,0,0
1382,control,0,0
1383,control,0,0
1384,control,0,0
1385,control,0,0
1386,control,0,0
1387,control,0,1
1388,control,0,0
1389,control,0,0
1390,control,0,0
1391,control,0,0
1392,control,0,0
1393,control,0,1
1394,control,0,0
1395,control,0,0
1396,control,0,0
1397,control,0,0
1398,control,0,0
1399,control,0,0
1400,control,0,0
1401,control,0,0
1402,control,0,0
1403,control,0,0
1404,control,0,0
1405,control,0,0
1406,control,0,0
1407,control,0,0
1408,control,0,0
1409,control,1,0
1410,control,0,0
1411,control,0,0
1412,control,0,0
1413,control,0,0
1414,control,0,0
1415,control,0,0
1416,control,0,0
1417,control,0,0
1418,control,0,0
1419,control,0,0
1420,control,0,0
1421,control,0,0
1422,control,0,0
1423,control,0,0
1424,control,1,0
1425,control,0,0
1426,control,0,0
1427,control,0,0
1428,control,0,0
1429,control,0,0
1430,control,0,0
1431,control,0,0
1432,control,0,0
1433,control,0,0
1434,control,0,0
1435,control,0,0
1436,control,0,0
1437,control,1,0
1438,control,1,0
1439,control,0,0
1440,control,0,0
1441,control,0,0
1442,control,0,0
1443,control,0,0
1444,control,0,0
1445,control,0,0
1446,control,0,0
1447,control,1,0
1448,control,0,1
1449,control,0,0
1450,control,0,0
1451,control,0,0
1452,control,1,0
1453,control,0,0
1454,control,0,1
1455,control,1,0
1456,control,1,0
1457,control,0,0
1458,control,0,0
1459,control,0,1
1460,control,0,0
1461,control,1,0
1462,control,0,0
1463,control,0,0
1464,control,0,0
1465,control,0,0
1466,control,0,1
1467,control,0,0
1468,control,0,0
1469,control,0,0
1470,control,0,0
1471,control,1,0
1472,control,0,0
1473,control,0,0
1474,control,1,0
1475,control,0,0
1476,control,0,0
1477,control,0,0
1478,control,1,0
1479,control,0,0
1480,control,1,0
1481,control,0,0
1482,control,1,0
1483,control,0,0
1484,control,0,0
1485,control,0,0
1486,control,0,0
1487,control,0,0
1488,control,0,0
1489,control,0,0
1490,control,0,0
1491,control,0,1
1492,control,0,0
1493,control,0,0
1494,control,0,0
1495,control,0,0
1496,control,0,0
1497,control,0,0
1498,control,0,0
1499,control,1,0
1500,control,0,0
1501,control,0,0
1502,control,0,0
1503,control,0,0
1504,control,0,0
1505,control,0,0
1506,control,0,0
1507,control,0,0
1508,control,0,0
1509,control,0,0
1510,control,0,0
1511,control,0,0
1512,control,0,0
1513,control,0,0
1514,control,0,0
1515,control,0,0
1516,control,0,0
1517,control,0,0
1518,control,0,0
1519,control,0,0
1520,control,0,0
1521,control,0,0
1522,control,0,0
1523,control,1,0
1524,control,0,0
1525,control,1,0
1526,control,0,0
1527,control,0,0
1528,control,0,0
1529,control,0,0
1530,control,0,0
1531,control,1,0
1532,control,0,0
1533,control,0,0
1534,control,0,0
1535,control,0,0
1536,control,1,0
1537,control,0,0
1538,control,0,0
1539,control,0,0
1540,control,0,0
1541,control,0,0
1542,control,0,0
1543,control,0,1
1544,control,0,0
1545,control,0,0
1546,control,0,0
1547,control,0,0
1548,control,0,0
1549,control,0,0
1550,control,1,0
1551,control,0,0
1552,control,0,0
1553,control,0,0
1554,control,0,0
1555,control,1,0
1556,control,0,0
1557,control,0,0
1558,control,0,0
1559,control,0,0
1560,control,0,0
1561,control,0,0
1562,control,0,0
1563,control,0,0
1564,control,0,0
1565,control,0,0
1566,control,0,0
1567,control,1,0
1568,control,0,0
1569,control,0,0
1570,control,0,0
1571,control,0,0
1572,control,0,0
1573,control,0,0
1574,control,0,0
1575,control,0,0
1576,control,0,0
1577,control,1,0
1578,control,0,0
1579,control,0,0
1580,control,1,0
1581,control,0,0
1582,control,0,0
1583,control,0,0
1584,control,0,0
1585,control,0,0
1586,control,1,0
1587,control,0,0
1588,control,0,0
1589,control,0,0
1590,control,0,0
1591,control,0,0
1592,control,0,0
1593,control,0,0
1594,control,0,0
1595,control,0,0
1596,control,0,0
1597,control,0,0
1598,control,1,0
1599,control,0,1
1600,control,0,0
1601,control,0,0
1602,control,0,0
1603,control,0,0
1604,control,0,0
1605,control,0,0
1606,control,0,0
1607,control,0,0
1608,control,0,0
1609,control,0,0
1610,control,0,0
1611,control,0,0
1612,control,1,0
1613,control,0,0
1614,control,1,0
1615,control,0,0
1616,control,0,0
1617,control,0,0
1618,control,0,0
1619,control,1,0
1620,control,0,0
1621,control,0,0
1622,control,0,0
1623,control,0,0
1624,control,0,0
1625,control,1,0
1626,control,0,0
1627,control,0,0
1628,control,0,0
1629,control,0,0
1630,control,0,0
1631,control,0,0
1632,control,0,0
1633,control,0,0
1634,control,0,0
1635,control,0,0
1636,control,0,1
1637,control,0,0
1638,control,0,0
1639,control,1,0
1640,control,0,0
1641,control,0,0
1642,control,0,0
1643,control,0,0
1644,control,0,0
1645,control,0,0
1646,control,1,0
1647,control,0,0
1648,control,0,0
1649,control,0,0
1650,control,0,1
1651,control,0,0
1652,control,0,0
1653,control,0,0
1654,control,0,0
1655,control,0,0
1656,control,0,0
1657,control,0,0
1658,control,0,0
1659,control,1,0
1660,control,0,0
1661,control,0,0
1662,control,0,0
1663,control,0,0
