2025-04-24 00:00:00,682557,11.16,1.22,0.0,89.09
2025-04-24 01:00:00,659180,10.82,1.16,0.0,90.3
2025-04-24 02:00:00,644199,10.55,1.16,0.0,91.42
2025-04-24 03:00:00,638296,10.29,1.27,0.0,92.11
2025-04-24 04:00:00,639949,10.03,1.31,0.0,92.3
2025-04-24 05:00:00,656020,9.81,1.39,0.0,92.44
2025-04-24 06:00:00,681472,9.75,1.4,0.0,92.41
2025-04-24 07:00:00,698777,10.67,1.43,0.0,90.44
2025-04-24 08:00:00,702124,12.75,1.52,0.0,82.14
2025-04-24 09:00:00,680562,14.77,1.93,0.0,70.98
2025-04-24 10:00:00,658880,16.5,2.34,0.0,61.67
2025-04-24 11:00:00,632657,17.84,2.78,0.0,55.22
2025-04-24 12:00:00,602792,18.75,3.26,0.0,50.92
2025-04-24 13:00:00,634967,19.38,3.6,0.0,49.0
2025-04-24 14:00:00,662893,19.64,3.84,0.0,48.19
2025-04-24 15:00:00,694909,19.67,3.86,0.0,47.16
2025-04-24 16:00:00,735298,19.23,3.95,0.0,46.52
2025-04-24 17:00:00,760906,18.33,3.84,0.0,45.73
2025-04-24 18:00:00,788117,17.0,3.63,0.0,46.25
2025-04-24 19:00:00,801394,15.49,3.5,0.0,48.75
2025-04-24 20:00:00,783211,14.39,3.43,0.0,48.47
2025-04-24 21:00:00,758527,13.47,3.41,0.0,46.83
2025-04-24 22:00:00,745007,12.59,3.29,0.0,45.47
2025-04-24 23:00:00,720941,11.66,3.19,0.0,44.57
